,song_id,watson_response
489,1730,"{'usage': {'text_units': 1, 'text_characters': 2185, 'features': 3}, 'sentiment': {'document': {'score': -0.813407, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.327163, 'joy': 0.412781, 'fear': 0.095727, 'disgust': 0.041887, 'anger': 0.09342}}}, 'categories': [{'score': 0.80195, 'label': '/food & drink/desserts and baking'}, {'score': 0.744972, 'label': '/food & drink/cooking'}, {'score': 0.669753, 'label': '/family and relationships/dating'}]}"
490,1887,"{'usage': {'text_units': 1, 'text_characters': 2059, 'features': 3}, 'sentiment': {'document': {'score': -0.948764, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.282636, 'joy': 0.312991, 'fear': 0.138114, 'disgust': 0.041201, 'anger': 0.102571}}}, 'categories': [{'score': 0.5702, 'label': ""/music and audio/children's music""}, {'score': 0.561507, 'label': '/family and relationships/dating'}, {'score': 0.540013, 'label': '/music and audio/r&b|soul|funk'}]}"
491,366,"{'usage': {'text_units': 1, 'text_characters': 2806, 'features': 3}, 'sentiment': {'document': {'score': -0.622981, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.193285, 'joy': 0.462582, 'fear': 0.106483, 'disgust': 0.047236, 'anger': 0.112149}}}, 'categories': [{'score': 0.722987, 'label': '/family and relationships/dating'}, {'score': 0.619458, 'label': ""/music and audio/children's music""}, {'score': 0.591566, 'label': '/music and audio/r&b|soul|funk'}]}"
492,179,"{'usage': {'text_units': 1, 'text_characters': 1322, 'features': 3}, 'sentiment': {'document': {'score': -0.769233, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.404788, 'joy': 0.279554, 'fear': 0.119095, 'disgust': 0.040754, 'anger': 0.069316}}}, 'categories': [{'score': 0.88272, 'label': '/style & fashion/beauty/hair care'}, {'score': 0.678107, 'label': '/family and relationships'}, {'score': 0.666503, 'label': '/family and relationships/dating'}]}"
493,977,"{'usage': {'text_units': 1, 'text_characters': 1345, 'features': 3}, 'sentiment': {'document': {'score': 0.358565, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.33619, 'joy': 0.391054, 'fear': 0.084492, 'disgust': 0.037143, 'anger': 0.0596}}}, 'categories': [{'score': 0.665892, 'label': '/food & drink/desserts and baking'}, {'score': 0.61738, 'label': '/family and relationships/dating'}, {'score': 0.58461, 'label': '/movies/family and children movies'}]}"
494,914,"{'usage': {'text_units': 1, 'text_characters': 2283, 'features': 3}, 'sentiment': {'document': {'score': -0.652695, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.295003, 'joy': 0.268999, 'fear': 0.189451, 'disgust': 0.047633, 'anger': 0.089284}}}, 'categories': [{'score': 0.725358, 'label': '/family and relationships/dating'}, {'score': 0.656523, 'label': '/music and audio/hip hop music'}, {'score': 0.608341, 'label': '/video gaming/video game genres'}]}"
495,1725,"{'usage': {'text_units': 1, 'text_characters': 1926, 'features': 3}, 'sentiment': {'document': {'score': 0.324175, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.238581, 'joy': 0.42437, 'fear': 0.112051, 'disgust': 0.046655, 'anger': 0.051998}}}, 'categories': [{'score': 0.542352, 'label': '/movies/romance movies'}, {'score': 0.540647, 'label': '/music and audio'}, {'score': 0.538798, 'label': '/music and audio/rock music'}]}"
496,1321,"{'usage': {'text_units': 1, 'text_characters': 3103, 'features': 3}, 'sentiment': {'document': {'score': -0.682431, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.185052, 'joy': 0.354423, 'fear': 0.189077, 'disgust': 0.057931, 'anger': 0.116294}}}, 'categories': [{'score': 0.832609, 'label': '/music and audio/hip hop music'}, {'score': 0.745107, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.619833, 'label': '/music and audio/rock music'}]}"
497,772,"{'usage': {'text_units': 1, 'text_characters': 932, 'features': 3}, 'sentiment': {'document': {'score': -0.944522, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.394027, 'joy': 0.333365, 'fear': 0.097496, 'disgust': 0.055961, 'anger': 0.060164}}}, 'categories': [{'score': 0.70477, 'label': '/family and relationships/dating'}, {'score': 0.598786, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.592147, 'label': '/family and relationships/bereavement'}]}"
498,773,"{'usage': {'text_units': 1, 'text_characters': 932, 'features': 3}, 'sentiment': {'document': {'score': -0.944522, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.394027, 'joy': 0.333365, 'fear': 0.097496, 'disgust': 0.055961, 'anger': 0.060164}}}, 'categories': [{'score': 0.70477, 'label': '/family and relationships/dating'}, {'score': 0.598786, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.592147, 'label': '/family and relationships/bereavement'}]}"
499,953,"{'usage': {'text_units': 1, 'text_characters': 434, 'features': 3}, 'sentiment': {'document': {'score': 0.832096, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.202744, 'joy': 0.484691, 'fear': 0.114548, 'disgust': 0.038163, 'anger': 0.050509}}}, 'categories': [{'score': 0.77075, 'label': '/events and attractions/personal celebrations & life events/baby shower'}, {'score': 0.699303, 'label': '/family and relationships/dating'}, {'score': 0.614147, 'label': '/events and attractions/personal celebrations & life events/wedding'}]}"
500,1362,"{'usage': {'text_units': 1, 'text_characters': 883, 'features': 3}, 'sentiment': {'document': {'score': 0.945919, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.181509, 'joy': 0.518921, 'fear': 0.185872, 'disgust': 0.022756, 'anger': 0.041676}}}, 'categories': [{'score': 0.811912, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.636927, 'label': '/food & drink/desserts and baking'}, {'score': 0.596417, 'label': '/food & drink/cooking'}]}"
501,555,"{'usage': {'text_units': 1, 'text_characters': 1758, 'features': 3}, 'sentiment': {'document': {'score': 0.687954, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.199063, 'joy': 0.576616, 'fear': 0.103443, 'disgust': 0.02424, 'anger': 0.058298}}}, 'categories': [{'score': 0.979824, 'label': '/events and attractions/nightclubs'}]}"
502,709,"{'usage': {'text_units': 1, 'text_characters': 1129, 'features': 3}, 'sentiment': {'document': {'score': 0.803641, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.19863, 'joy': 0.308685, 'fear': 0.122566, 'disgust': 0.043942, 'anger': 0.092485}}}, 'categories': [{'score': 0.753533, 'label': ""/healthy living/women's health""}, {'score': 0.60338, 'label': '/family and relationships'}, {'score': 0.599962, 'label': '/family and relationships/marriage and civil unions'}]}"
503,1377,"{'usage': {'text_units': 1, 'text_characters': 1899, 'features': 3}, 'sentiment': {'document': {'score': -0.753138, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.189571, 'joy': 0.507494, 'fear': 0.146154, 'disgust': 0.095052, 'anger': 0.05803}}}, 'categories': [{'score': 0.630072, 'label': '/events and attractions/awards shows'}, {'score': 0.613846, 'label': '/television/music tv'}, {'score': 0.554685, 'label': '/music and audio/hip hop music'}]}"
504,1772,"{'usage': {'text_units': 1, 'text_characters': 2206, 'features': 3}, 'sentiment': {'document': {'score': -0.740448, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.273825, 'joy': 0.30531, 'fear': 0.20273, 'disgust': 0.043401, 'anger': 0.131167}}}, 'categories': [{'score': 0.921398, 'label': '/music and audio/hip hop music'}, {'score': 0.69775, 'label': '/music and audio/r&b|soul|funk'}]}"
505,1325,"{'usage': {'text_units': 1, 'text_characters': 547, 'features': 3}, 'sentiment': {'document': {'score': 0.998042, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.391731, 'joy': 0.439561, 'fear': 0.057819, 'disgust': 0.018021, 'anger': 0.037145}}}, 'categories': [{'score': 0.741126, 'label': '/family and relationships/dating'}, {'score': 0.707037, 'label': ""/music and audio/children's music""}, {'score': 0.594667, 'label': '/family and relationships/bereavement'}]}"
506,159,"{'usage': {'text_units': 1, 'text_characters': 2798, 'features': 3}, 'sentiment': {'document': {'score': 0.961562, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.216899, 'joy': 0.436804, 'fear': 0.147634, 'disgust': 0.044936, 'anger': 0.072772}}}, 'categories': [{'score': 0.892252, 'label': '/sports/martial arts'}, {'score': 0.652954, 'label': '/family and relationships/dating'}, {'score': 0.650081, 'label': '/sports/boxing'}]}"
507,1617,"{'usage': {'text_units': 1, 'text_characters': 1654, 'features': 3}, 'sentiment': {'document': {'score': -0.701997, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.265381, 'joy': 0.344663, 'fear': 0.146272, 'disgust': 0.04077, 'anger': 0.087703}}}, 'categories': [{'score': 0.697135, 'label': '/family and relationships/dating'}, {'score': 0.621863, 'label': '/events and attractions/personal celebrations & life events/wedding'}, {'score': 0.608446, 'label': '/family and relationships/bereavement'}]}"
508,83,"{'usage': {'text_units': 1, 'text_characters': 2910, 'features': 3}, 'sentiment': {'document': {'score': 0.336646, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.241139, 'joy': 0.387447, 'fear': 0.125745, 'disgust': 0.05718, 'anger': 0.11404}}}, 'categories': [{'score': 0.888249, 'label': '/music and audio/hip hop music'}, {'score': 0.721404, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.635414, 'label': '/family and relationships'}]}"
509,987,"{'usage': {'text_units': 1, 'text_characters': 2924, 'features': 3}, 'sentiment': {'document': {'score': -0.494506, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.227541, 'joy': 0.311773, 'fear': 0.103603, 'disgust': 0.059237, 'anger': 0.18625}}}, 'categories': [{'score': 0.869534, 'label': '/music and audio/hip hop music'}, {'score': 0.658449, 'label': '/music and audio/r&b|soul|funk'}]}"
510,1088,"{'usage': {'text_units': 1, 'text_characters': 2657, 'features': 3}, 'sentiment': {'document': {'score': 0.586428, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.195945, 'joy': 0.470196, 'fear': 0.131861, 'disgust': 0.078138, 'anger': 0.066175}}}, 'categories': [{'score': 0.874024, 'label': '/events and attractions/personal celebrations & life events/baby shower'}, {'score': 0.844963, 'label': '/music and audio/hip hop music'}, {'score': 0.675114, 'label': '/events and attractions/personal celebrations & life events/birth'}]}"
511,99,"{'usage': {'text_units': 1, 'text_characters': 1165, 'features': 3}, 'sentiment': {'document': {'score': -0.876817, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.493622, 'joy': 0.112751, 'fear': 0.111731, 'disgust': 0.04507, 'anger': 0.092963}}}, 'categories': [{'score': 0.866588, 'label': '/movies/family and children movies'}, {'score': 0.833213, 'label': '/family and relationships/parenting'}, {'score': 0.759434, 'label': '/family and relationships/parenting/parenting children aged 4-11'}]}"
512,652,"{'usage': {'text_units': 1, 'text_characters': 980, 'features': 3}, 'sentiment': {'document': {'score': -0.475337, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.205816, 'joy': 0.437324, 'fear': 0.147401, 'disgust': 0.038304, 'anger': 0.079901}}}, 'categories': [{'score': 0.685783, 'label': '/family and relationships'}, {'score': 0.66777, 'label': '/family and relationships/dating'}, {'score': 0.666838, 'label': '/music and audio/r&b|soul|funk'}]}"
513,1338,"{'usage': {'text_units': 1, 'text_characters': 1289, 'features': 3}, 'sentiment': {'document': {'score': 0.679781, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.249627, 'joy': 0.510785, 'fear': 0.082774, 'disgust': 0.029102, 'anger': 0.082576}}}, 'categories': [{'score': 0.730834, 'label': '/family and relationships/dating'}, {'score': 0.61368, 'label': '/family and relationships/divorce'}, {'score': 0.601602, 'label': '/movies/family and children movies'}]}"
514,1915,"{'usage': {'text_units': 1, 'text_characters': 2508, 'features': 3}, 'sentiment': {'document': {'score': -0.428608, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.233547, 'joy': 0.391929, 'fear': 0.152371, 'disgust': 0.082658, 'anger': 0.095691}}}, 'categories': [{'score': 0.698788, 'label': '/music and audio/hip hop music'}, {'score': 0.693296, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.581139, 'label': ""/music and audio/children's music""}]}"
515,1350,"{'usage': {'text_units': 1, 'text_characters': 3078, 'features': 3}, 'sentiment': {'document': {'score': -0.415588, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.28374, 'joy': 0.359864, 'fear': 0.115851, 'disgust': 0.076773, 'anger': 0.090029}}}, 'categories': [{'score': 0.725336, 'label': '/sports/boxing'}, {'score': 0.627309, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.594238, 'label': '/family and relationships/dating'}]}"
516,1635,"{'usage': {'text_units': 1, 'text_characters': 2258, 'features': 3}, 'sentiment': {'document': {'score': 0.418351, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.346416, 'joy': 0.337937, 'fear': 0.15831, 'disgust': 0.037066, 'anger': 0.061431}}}, 'categories': [{'score': 0.764577, 'label': '/sports/boxing'}, {'score': 0.622683, 'label': '/food & drink/healthy cooking and eating'}, {'score': 0.58527, 'label': '/food & drink/cooking'}]}"
517,12,"{'usage': {'text_units': 1, 'text_characters': 1203, 'features': 3}, 'sentiment': {'document': {'score': 0.655157, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.213432, 'joy': 0.453082, 'fear': 0.106846, 'disgust': 0.038309, 'anger': 0.087007}}}, 'categories': [{'score': 0.72625, 'label': ""/music and audio/children's music""}, {'score': 0.614085, 'label': '/music and audio/rock music/soft rock'}, {'score': 0.579405, 'label': '/movies/comedy movies'}]}"
518,212,"{'usage': {'text_units': 1, 'text_characters': 1075, 'features': 3}, 'sentiment': {'document': {'score': -0.534564, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.428638, 'joy': 0.36027, 'fear': 0.102806, 'disgust': 0.024835, 'anger': 0.044767}}}, 'categories': [{'score': 0.778879, 'label': '/family and relationships/dating'}, {'score': 0.656327, 'label': '/family and relationships/bereavement'}, {'score': 0.642095, 'label': '/family and relationships/parenting/parenting babies and toddlers'}]}"
519,618,"{'usage': {'text_units': 1, 'text_characters': 1826, 'features': 3}, 'sentiment': {'document': {'score': -0.703574, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.36787, 'joy': 0.307933, 'fear': 0.121794, 'disgust': 0.04173, 'anger': 0.057056}}}, 'categories': [{'score': 0.845632, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.648719, 'label': '/family and relationships/dating'}, {'score': 0.608547, 'label': '/family and relationships/bereavement'}]}"
520,1990,"{'usage': {'text_units': 1, 'text_characters': 918, 'features': 3}, 'sentiment': {'document': {'score': 0.836302, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.208147, 'joy': 0.495807, 'fear': 0.096265, 'disgust': 0.042477, 'anger': 0.080051}}}, 'categories': [{'score': 0.912654, 'label': '/style & fashion/beauty'}, {'score': 0.676792, 'label': '/family and relationships/dating'}]}"
521,245,"{'usage': {'text_units': 1, 'text_characters': 1586, 'features': 3}, 'sentiment': {'document': {'score': -0.966435, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.4615, 'joy': 0.178199, 'fear': 0.124656, 'disgust': 0.039469, 'anger': 0.12549}}}, 'categories': [{'score': 0.750625, 'label': '/family and relationships/dating'}, {'score': 0.631567, 'label': '/events and attractions/personal celebrations & life events/baby shower'}, {'score': 0.625648, 'label': '/events and attractions/personal celebrations & life events/prom'}]}"
522,246,"{'usage': {'text_units': 1, 'text_characters': 1586, 'features': 3}, 'sentiment': {'document': {'score': -0.966435, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.4615, 'joy': 0.178199, 'fear': 0.124656, 'disgust': 0.039469, 'anger': 0.12549}}}, 'categories': [{'score': 0.750625, 'label': '/family and relationships/dating'}, {'score': 0.631567, 'label': '/events and attractions/personal celebrations & life events/baby shower'}, {'score': 0.625648, 'label': '/events and attractions/personal celebrations & life events/prom'}]}"
523,795,"{'usage': {'text_units': 1, 'text_characters': 750, 'features': 3}, 'sentiment': {'document': {'score': -0.541624, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.340954, 'joy': 0.389196, 'fear': 0.082633, 'disgust': 0.043693, 'anger': 0.053203}}}, 'categories': [{'score': 0.828059, 'label': '/family and relationships'}, {'score': 0.813812, 'label': '/family and relationships/dating'}, {'score': 0.810699, 'label': '/family and relationships/parenting/parenting babies and toddlers'}]}"
524,1951,"{'usage': {'text_units': 1, 'text_characters': 755, 'features': 3}, 'sentiment': {'document': {'score': -0.486349, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.280787, 'joy': 0.320336, 'fear': 0.097645, 'disgust': 0.11679, 'anger': 0.096313}}}, 'categories': [{'score': 0.84853, 'label': '/family and relationships'}, {'score': 0.775383, 'label': '/family and relationships/dating'}, {'score': 0.757727, 'label': '/family and relationships/divorce'}]}"
525,1981,"{'usage': {'text_units': 1, 'text_characters': 1877, 'features': 3}, 'sentiment': {'document': {'score': 0.692301, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.150147, 'joy': 0.593031, 'fear': 0.090679, 'disgust': 0.03921, 'anger': 0.075468}}}, 'categories': [{'score': 0.985178, 'label': '/music and audio/r&b|soul|funk'}]}"
526,198,"{'usage': {'text_units': 1, 'text_characters': 458, 'features': 3}, 'sentiment': {'document': {'score': -0.902959, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.554959, 'joy': 0.14937, 'fear': 0.089759, 'disgust': 0.028839, 'anger': 0.096475}}}, 'categories': [{'score': 0.680631, 'label': '/family and relationships'}, {'score': 0.6414, 'label': '/family and relationships/dating'}, {'score': 0.61655, 'label': '/family and relationships/bereavement'}]}"
527,980,"{'usage': {'text_units': 1, 'text_characters': 990, 'features': 3}, 'sentiment': {'document': {'score': 0.630484, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.213349, 'joy': 0.352843, 'fear': 0.157844, 'disgust': 0.032579, 'anger': 0.112247}}}, 'categories': [{'score': 0.730659, 'label': '/family and relationships/dating'}, {'score': 0.605952, 'label': '/family and relationships/divorce'}, {'score': 0.600505, 'label': '/music and audio/r&b|soul|funk'}]}"
528,424,"{'usage': {'text_units': 1, 'text_characters': 1396, 'features': 3}, 'sentiment': {'document': {'score': -0.857808, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.253909, 'joy': 0.261081, 'fear': 0.162496, 'disgust': 0.056525, 'anger': 0.13312}}}, 'categories': [{'score': 0.656643, 'label': '/family and relationships/dating'}, {'score': 0.614521, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.586847, 'label': '/family and relationships/divorce'}]}"
529,452,"{'usage': {'text_units': 1, 'text_characters': 1116, 'features': 3}, 'sentiment': {'document': {'score': 0.680422, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.142134, 'joy': 0.609542, 'fear': 0.067443, 'disgust': 0.020365, 'anger': 0.075045}}}, 'categories': [{'score': 0.631185, 'label': '/family and relationships'}, {'score': 0.611909, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.602665, 'label': ""/music and audio/children's music""}]}"
530,835,"{'usage': {'text_units': 1, 'text_characters': 1822, 'features': 3}, 'sentiment': {'document': {'score': -0.264876, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.199917, 'joy': 0.350927, 'fear': 0.163363, 'disgust': 0.033877, 'anger': 0.132297}}}, 'categories': [{'score': 0.988709, 'label': '/movies/fantasy movies'}, {'score': 0.965681, 'label': '/sports/fantasy sports'}, {'score': 0.907117, 'label': '/hobbies & interests/sci-fi and fantasy'}]}"
531,1387,"{'usage': {'text_units': 1, 'text_characters': 2048, 'features': 3}, 'sentiment': {'document': {'score': 0.417307, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.245334, 'joy': 0.416914, 'fear': 0.131071, 'disgust': 0.021289, 'anger': 0.110589}}}, 'categories': [{'score': 0.606307, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.59383, 'label': ""/music and audio/children's music""}, {'score': 0.576787, 'label': '/music and audio/rock music/soft rock'}]}"
532,1895,"{'usage': {'text_units': 1, 'text_characters': 2768, 'features': 3}, 'sentiment': {'document': {'score': 0.418641, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.213829, 'joy': 0.454077, 'fear': 0.165717, 'disgust': 0.041484, 'anger': 0.070962}}}, 'categories': [{'score': 0.673426, 'label': '/sports/ice hockey'}, {'score': 0.593112, 'label': '/books and literature/poetry'}, {'score': 0.564149, 'label': '/family and relationships/dating'}]}"
533,1896,"{'usage': {'text_units': 1, 'text_characters': 2768, 'features': 3}, 'sentiment': {'document': {'score': 0.418641, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.213829, 'joy': 0.454077, 'fear': 0.165717, 'disgust': 0.041484, 'anger': 0.070962}}}, 'categories': [{'score': 0.673426, 'label': '/sports/ice hockey'}, {'score': 0.593112, 'label': '/books and literature/poetry'}, {'score': 0.564149, 'label': '/family and relationships/dating'}]}"
534,59,"{'usage': {'text_units': 1, 'text_characters': 154, 'features': 3}, 'sentiment': {'document': {'score': -0.938312, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.259158, 'joy': 0.364109, 'fear': 0.140682, 'disgust': 0.022563, 'anger': 0.062775}}}, 'categories': [{'score': 0.941398, 'label': '/sports/sailing'}]}"
535,1976,"{'usage': {'text_units': 1, 'text_characters': 679, 'features': 3}, 'sentiment': {'document': {'score': -0.990022, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.398813, 'joy': 0.269977, 'fear': 0.155034, 'disgust': 0.036911, 'anger': 0.095118}}}, 'categories': [{'score': 0.977976, 'label': '/food & drink/alcoholic beverages'}]}"
536,913,"{'usage': {'text_units': 1, 'text_characters': 2929, 'features': 3}, 'sentiment': {'document': {'score': -0.873659, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.281378, 'joy': 0.280376, 'fear': 0.135208, 'disgust': 0.070678, 'anger': 0.147064}}}, 'categories': [{'score': 0.980613, 'label': '/music and audio/hip hop music'}]}"
537,459,"{'usage': {'text_units': 1, 'text_characters': 2058, 'features': 3}, 'sentiment': {'document': {'score': -0.855481, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.260366, 'joy': 0.407481, 'fear': 0.191412, 'disgust': 0.038867, 'anger': 0.07886}}}, 'categories': [{'score': 0.792084, 'label': '/books and literature/poetry'}, {'score': 0.708592, 'label': '/family and relationships/parenting/parenting babies and toddlers'}, {'score': 0.644217, 'label': '/family and relationships/dating'}]}"
538,460,"{'usage': {'text_units': 1, 'text_characters': 2058, 'features': 3}, 'sentiment': {'document': {'score': -0.855481, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.260366, 'joy': 0.407481, 'fear': 0.191412, 'disgust': 0.038867, 'anger': 0.07886}}}, 'categories': [{'score': 0.792084, 'label': '/books and literature/poetry'}, {'score': 0.708592, 'label': '/family and relationships/parenting/parenting babies and toddlers'}, {'score': 0.644217, 'label': '/family and relationships/dating'}]}"
539,504,"{'usage': {'text_units': 1, 'text_characters': 838, 'features': 3}, 'sentiment': {'document': {'score': 0.609556, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.289331, 'joy': 0.339218, 'fear': 0.153724, 'disgust': 0.033754, 'anger': 0.072462}}}, 'categories': [{'score': 0.98509, 'label': ""/music and audio/children's music""}]}"
540,183,"{'usage': {'text_units': 1, 'text_characters': 3511, 'features': 3}, 'sentiment': {'document': {'score': 0.524134, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.242226, 'joy': 0.358278, 'fear': 0.103072, 'disgust': 0.05417, 'anger': 0.141196}}}, 'categories': [{'score': 0.961182, 'label': '/music and audio/hip hop music'}]}"
541,407,"{'usage': {'text_units': 1, 'text_characters': 2617, 'features': 3}, 'sentiment': {'document': {'score': -0.361734, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.274987, 'joy': 0.342728, 'fear': 0.150457, 'disgust': 0.044887, 'anger': 0.097496}}}, 'categories': [{'score': 0.993086, 'label': '/music and audio/hip hop music'}]}"
542,489,"{'usage': {'text_units': 1, 'text_characters': 3414, 'features': 3}, 'sentiment': {'document': {'score': -0.430541, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.243288, 'joy': 0.356443, 'fear': 0.111206, 'disgust': 0.055888, 'anger': 0.076627}}}, 'categories': [{'score': 0.951773, 'label': '/music and audio/hip hop music'}]}"
543,503,"{'usage': {'text_units': 1, 'text_characters': 4227, 'features': 3}, 'sentiment': {'document': {'score': 0.321722, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.230298, 'joy': 0.4113, 'fear': 0.109794, 'disgust': 0.044745, 'anger': 0.083576}}}, 'categories': [{'score': 0.67592, 'label': '/music and audio/hip hop music'}, {'score': 0.56364, 'label': '/family and relationships'}, {'score': 0.556467, 'label': '/family and relationships/dating'}]}"
544,757,"{'usage': {'text_units': 1, 'text_characters': 3502, 'features': 3}, 'sentiment': {'document': {'score': -0.616166, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.229105, 'joy': 0.333525, 'fear': 0.111607, 'disgust': 0.051457, 'anger': 0.149985}}}, 'categories': [{'score': 0.940785, 'label': '/music and audio/r&b|soul|funk'}]}"
545,879,"{'usage': {'text_units': 1, 'text_characters': 2593, 'features': 3}, 'sentiment': {'document': {'score': 0.39453, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.264763, 'joy': 0.304731, 'fear': 0.143665, 'disgust': 0.073141, 'anger': 0.101793}}}, 'categories': [{'score': 0.721611, 'label': '/music and audio/hip hop music'}]}"
546,1182,"{'usage': {'text_units': 1, 'text_characters': 800, 'features': 3}, 'sentiment': {'document': {'score': 0.95921, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.147725, 'joy': 0.725137, 'fear': 0.053561, 'disgust': 0.025473, 'anger': 0.041104}}}, 'categories': [{'score': 0.651627, 'label': '/news and politics/politics/war and conflicts'}, {'score': 0.597973, 'label': '/fine art/opera'}, {'score': 0.575633, 'label': '/fine art/modern art'}]}"
